text,label
यहाँ झगड़ा हो रहा है बाज़ार में दिन के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें तुरंत।,police
यहाँ झगड़ा हो रहा है पर्यटक स्थल पर शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें कृपया।,police
यहाँ झगड़ा हो रहा है बाज़ार में दिन के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें आपातकाल।,police
कुछ लोग पर्यटकों को लूट रहे हैं पर्यटक स्थल पर सुबह के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है होटल के पास रात में और किसी को चोट लगी है। कृपया पुलिस मदद करें आपातकाल।,police
यहाँ झगड़ा हो रहा है बाज़ार में सुबह के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें तुरंत।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है मंदिर के पास रात में और किसी को चोट लगी है। कृपया पुलिस मदद करें आपातकाल।,police
मेरे बैग की चोरी हो गई मंदिर के पास सुबह जल्दी। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को जल्दी भेजें।,police
यहाँ झगड़ा हो रहा है पर्यटक स्थल पर दोपहर में और किसी को चोट लगी है। कृपया पुलिस मदद करें जल्दी।,police
यहाँ झगड़ा हो रहा है हाईवे पर शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें बहुत जरूरी।,police
मेरे बैग की चोरी हो गई स्टेशन के पास सुबह जल्दी। चोर भाग रहा है और स्थिति बहुत ज्यादा ख़तरा है। कृपया पुलिस को बहुत जरूरी भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई होटल के पास दिन के समय। चोर भाग रहा है और स्थिति बहुत ज्यादा ख़तरा है। कृपया पुलिस को आपातकाल भेजें।,police
मेरे बैग की चोरी हो गई स्टेशन के पास सुबह के समय। चोर भाग रहा है और स्थिति बहुत ज्यादा ख़तरा है। कृपया पुलिस को फ़ौरन भेजें।,police
मेरे बैग की चोरी हो गई हाईवे पर रात में। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को कृपया भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं दूरदराज़ इलाके में सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है हाईवे पर दिन के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें कृपया।,police
मेरे बैग की चोरी हो गई पर्यटक स्थल पर दोपहर में। चोर भाग रहा है और स्थिति हल्की चोट है। कृपया पुलिस को अभी भेजें।,police
मेरे बैग की चोरी हो गई पर्यटक स्थल पर दिन के समय। चोर भाग रहा है और स्थिति जानलेवा स्थिति है। कृपया पुलिस को बहुत जरूरी भेजें।,police
मेरे बैग की चोरी हो गई हाईवे पर शाम के समय। चोर भाग रहा है और स्थिति जानलेवा स्थिति है। कृपया पुलिस को फ़ौरन भेजें।,police
मेरे बैग की चोरी हो गई मंदिर के पास दोपहर में। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को अभी भेजें।,police
मेरे बैग की चोरी हो गई दूरदराज़ इलाके में सुबह जल्दी। चोर भाग रहा है और स्थिति गंभीर स्थिति है। कृपया पुलिस को अभी भेजें।,police
मेरे बैग की चोरी हो गई स्टेशन के पास दिन के समय। चोर भाग रहा है और स्थिति फंसे हुए हैं है। कृपया पुलिस को फ़ौरन भेजें।,police
मेरे बैग की चोरी हो गई हाईवे पर दोपहर में। चोर भाग रहा है और स्थिति फंसे हुए हैं है। कृपया पुलिस को आपातकाल भेजें।,police
मेरे बैग की चोरी हो गई बाज़ार में रात में। चोर भाग रहा है और स्थिति हल्की चोट है। कृपया पुलिस को आपातकाल भेजें।,police
मेरे बैग की चोरी हो गई मंदिर के पास रात में। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को बहुत जरूरी भेजें।,police
मेरे बैग की चोरी हो गई बाज़ार में शाम के समय। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को अभी भेजें।,police
मेरे बैग की चोरी हो गई बाज़ार में सुबह के समय। चोर भाग रहा है और स्थिति गंभीर स्थिति है। कृपया पुलिस को जल्दी भेजें।,police
यहाँ झगड़ा हो रहा है स्टेशन के पास दोपहर में और किसी को चोट लगी है। कृपया पुलिस मदद करें अभी।,police
कुछ लोग पर्यटकों को लूट रहे हैं स्टेशन के पास दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं बाज़ार में दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास शाम के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है हाईवे पर शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें तुरंत।,police
मेरे बैग की चोरी हो गई बाज़ार में सुबह जल्दी। चोर भाग रहा है और स्थिति फंसे हुए हैं है। कृपया पुलिस को तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं बाज़ार में दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है होटल के पास रात में और किसी को चोट लगी है। कृपया पुलिस मदद करें जल्दी।,police
यहाँ झगड़ा हो रहा है दूरदराज़ इलाके में दोपहर में और किसी को चोट लगी है। कृपया पुलिस मदद करें आपातकाल।,police
कुछ लोग पर्यटकों को लूट रहे हैं होटल के पास सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई दूरदराज़ इलाके में रात में। चोर भाग रहा है और स्थिति जानलेवा स्थिति है। कृपया पुलिस को फ़ौरन भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं स्टेशन के पास रात में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास रात में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है मंदिर के पास दिन के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें जल्दी।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई पर्यटक स्थल पर शाम के समय। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को अभी भेजें।,police
यहाँ झगड़ा हो रहा है बाज़ार में दोपहर में और किसी को चोट लगी है। कृपया पुलिस मदद करें बहुत जरूरी।,police
मेरे बैग की चोरी हो गई हाईवे पर शाम के समय। चोर भाग रहा है और स्थिति बहुत ज्यादा ख़तरा है। कृपया पुलिस को अभी भेजें।,police
यहाँ झगड़ा हो रहा है होटल के पास दोपहर में और किसी को चोट लगी है। कृपया पुलिस मदद करें फ़ौरन।,police
यहाँ झगड़ा हो रहा है मंदिर के पास शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें अभी।,police
यहाँ झगड़ा हो रहा है मंदिर के पास शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें फ़ौरन।,police
कुछ लोग पर्यटकों को लूट रहे हैं बाज़ार में सुबह के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई मंदिर के पास दोपहर में। चोर भाग रहा है और स्थिति फंसे हुए हैं है। कृपया पुलिस को जल्दी भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं दूरदराज़ इलाके में रात में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है दूरदराज़ इलाके में सुबह जल्दी और किसी को चोट लगी है। कृपया पुलिस मदद करें कृपया।,police
कुछ लोग पर्यटकों को लूट रहे हैं पर्यटक स्थल पर शाम के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं पर्यटक स्थल पर सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं स्टेशन के पास दोपहर में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई हाईवे पर रात में। चोर भाग रहा है और स्थिति जानलेवा स्थिति है। कृपया पुलिस को जल्दी भेजें।,police
यहाँ झगड़ा हो रहा है होटल के पास सुबह जल्दी और किसी को चोट लगी है। कृपया पुलिस मदद करें अभी।,police
मेरे बैग की चोरी हो गई बाज़ार में दोपहर में। चोर भाग रहा है और स्थिति बहुत ज्यादा ख़तरा है। कृपया पुलिस को फ़ौरन भेजें।,police
यहाँ झगड़ा हो रहा है स्टेशन के पास रात में और किसी को चोट लगी है। कृपया पुलिस मदद करें कृपया।,police
कुछ लोग पर्यटकों को लूट रहे हैं दूरदराज़ इलाके में रात में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं होटल के पास दोपहर में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास सुबह के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई हाईवे पर शाम के समय। चोर भाग रहा है और स्थिति गंभीर स्थिति है। कृपया पुलिस को तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है हाईवे पर दोपहर में और किसी को चोट लगी है। कृपया पुलिस मदद करें आपातकाल।,police
कुछ लोग पर्यटकों को लूट रहे हैं स्टेशन के पास सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है पर्यटक स्थल पर रात में और किसी को चोट लगी है। कृपया पुलिस मदद करें तुरंत।,police
मेरे बैग की चोरी हो गई पर्यटक स्थल पर दिन के समय। चोर भाग रहा है और स्थिति हल्की चोट है। कृपया पुलिस को अभी भेजें।,police
यहाँ झगड़ा हो रहा है मंदिर के पास रात में और किसी को चोट लगी है। कृपया पुलिस मदद करें कृपया।,police
यहाँ झगड़ा हो रहा है हाईवे पर सुबह जल्दी और किसी को चोट लगी है। कृपया पुलिस मदद करें कृपया।,police
कुछ लोग पर्यटकों को लूट रहे हैं स्टेशन के पास रात में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई स्टेशन के पास रात में। चोर भाग रहा है और स्थिति हल्की चोट है। कृपया पुलिस को जल्दी भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास शाम के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई हाईवे पर सुबह के समय। चोर भाग रहा है और स्थिति बहुत ज्यादा ख़तरा है। कृपया पुलिस को तुरंत भेजें।,police
मेरे बैग की चोरी हो गई दूरदराज़ इलाके में रात में। चोर भाग रहा है और स्थिति हल्की चोट है। कृपया पुलिस को आपातकाल भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं स्टेशन के पास शाम के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं बाज़ार में सुबह के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं स्टेशन के पास सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है हाईवे पर रात में और किसी को चोट लगी है। कृपया पुलिस मदद करें अभी।,police
मेरे बैग की चोरी हो गई होटल के पास सुबह के समय। चोर भाग रहा है और स्थिति जानलेवा स्थिति है। कृपया पुलिस को कृपया भेजें।,police
मेरे बैग की चोरी हो गई बाज़ार में सुबह के समय। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है मंदिर के पास सुबह जल्दी और किसी को चोट लगी है। कृपया पुलिस मदद करें बहुत जरूरी।,police
यहाँ झगड़ा हो रहा है हाईवे पर सुबह के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें फ़ौरन।,police
कुछ लोग पर्यटकों को लूट रहे हैं दूरदराज़ इलाके में दोपहर में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं पर्यटक स्थल पर दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास सुबह के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई स्टेशन के पास सुबह जल्दी। चोर भाग रहा है और स्थिति जानलेवा स्थिति है। कृपया पुलिस को फ़ौरन भेजें।,police
यहाँ झगड़ा हो रहा है स्टेशन के पास शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें जल्दी।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास दोपहर में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है पर्यटक स्थल पर दोपहर में और किसी को चोट लगी है। कृपया पुलिस मदद करें अभी।,police
कुछ लोग पर्यटकों को लूट रहे हैं पर्यटक स्थल पर सुबह के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं स्टेशन के पास सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं पर्यटक स्थल पर दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई स्टेशन के पास दोपहर में। चोर भाग रहा है और स्थिति गंभीर स्थिति है। कृपया पुलिस को तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं होटल के पास दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है मंदिर के पास शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें तुरंत।,police
कुछ लोग पर्यटकों को लूट रहे हैं पर्यटक स्थल पर सुबह के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई हाईवे पर सुबह के समय। चोर भाग रहा है और स्थिति हल्की चोट है। कृपया पुलिस को आपातकाल भेजें।,police
मेरे बैग की चोरी हो गई पर्यटक स्थल पर रात में। चोर भाग रहा है और स्थिति बहुत ज्यादा ख़तरा है। कृपया पुलिस को बहुत जरूरी भेजें।,police
यहाँ झगड़ा हो रहा है हाईवे पर दोपहर में और किसी को चोट लगी है। कृपया पुलिस मदद करें फ़ौरन।,police
कुछ लोग पर्यटकों को लूट रहे हैं दूरदराज़ इलाके में दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई हाईवे पर दिन के समय। चोर भाग रहा है और स्थिति बहुत ज्यादा ख़तरा है। कृपया पुलिस को अभी भेजें।,police
मेरे बैग की चोरी हो गई बाज़ार में शाम के समय। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को फ़ौरन भेजें।,police
मेरे बैग की चोरी हो गई हाईवे पर दोपहर में। चोर भाग रहा है और स्थिति फंसे हुए हैं है। कृपया पुलिस को तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है बाज़ार में रात में और किसी को चोट लगी है। कृपया पुलिस मदद करें बहुत जरूरी।,police
कुछ लोग पर्यटकों को लूट रहे हैं हाईवे पर रात में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं स्टेशन के पास शाम के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है पर्यटक स्थल पर दिन के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें फ़ौरन।,police
यहाँ झगड़ा हो रहा है दूरदराज़ इलाके में शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें कृपया।,police
यहाँ झगड़ा हो रहा है दूरदराज़ इलाके में सुबह जल्दी और किसी को चोट लगी है। कृपया पुलिस मदद करें आपातकाल।,police
मेरे बैग की चोरी हो गई हाईवे पर रात में। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है स्टेशन के पास सुबह जल्दी और किसी को चोट लगी है। कृपया पुलिस मदद करें अभी।,police
कुछ लोग पर्यटकों को लूट रहे हैं स्टेशन के पास सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई दूरदराज़ इलाके में रात में। चोर भाग रहा है और स्थिति जानलेवा स्थिति है। कृपया पुलिस को कृपया भेजें।,police
मेरे बैग की चोरी हो गई पर्यटक स्थल पर दिन के समय। चोर भाग रहा है और स्थिति गंभीर स्थिति है। कृपया पुलिस को जल्दी भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं बाज़ार में सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं बाज़ार में रात में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई होटल के पास दिन के समय। चोर भाग रहा है और स्थिति गंभीर स्थिति है। कृपया पुलिस को आपातकाल भेजें।,police
मेरे बैग की चोरी हो गई हाईवे पर सुबह जल्दी। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को आपातकाल भेजें।,police
यहाँ झगड़ा हो रहा है स्टेशन के पास शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें बहुत जरूरी।,police
कुछ लोग पर्यटकों को लूट रहे हैं स्टेशन के पास दोपहर में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है पर्यटक स्थल पर शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें जल्दी।,police
यहाँ झगड़ा हो रहा है दूरदराज़ इलाके में सुबह के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें आपातकाल।,police
यहाँ झगड़ा हो रहा है दूरदराज़ इलाके में शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें तुरंत।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है मंदिर के पास शाम के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें तुरंत।,police
कुछ लोग पर्यटकों को लूट रहे हैं बाज़ार में सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है हाईवे पर दिन के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें अभी।,police
मेरे बैग की चोरी हो गई पर्यटक स्थल पर दोपहर में। चोर भाग रहा है और स्थिति जानलेवा स्थिति है। कृपया पुलिस को फ़ौरन भेजें।,police
मेरे बैग की चोरी हो गई दूरदराज़ इलाके में सुबह जल्दी। चोर भाग रहा है और स्थिति हल्की चोट है। कृपया पुलिस को तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास शाम के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई मंदिर के पास दोपहर में। चोर भाग रहा है और स्थिति फंसे हुए हैं है। कृपया पुलिस को फ़ौरन भेजें।,police
मेरे बैग की चोरी हो गई बाज़ार में सुबह के समय। चोर भाग रहा है और स्थिति फंसे हुए हैं है। कृपया पुलिस को तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है होटल के पास सुबह जल्दी और किसी को चोट लगी है। कृपया पुलिस मदद करें फ़ौरन।,police
मेरे बैग की चोरी हो गई बाज़ार में सुबह जल्दी। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को आपातकाल भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास रात में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं दूरदराज़ इलाके में दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई बाज़ार में शाम के समय। चोर भाग रहा है और स्थिति हल्की चोट है। कृपया पुलिस को बहुत जरूरी भेजें।,police
यहाँ झगड़ा हो रहा है बाज़ार में दोपहर में और किसी को चोट लगी है। कृपया पुलिस मदद करें कृपया।,police
मेरे बैग की चोरी हो गई स्टेशन के पास सुबह जल्दी। चोर भाग रहा है और स्थिति बहुत ज्यादा ख़तरा है। कृपया पुलिस को तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है मंदिर के पास दिन के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें फ़ौरन।,police
मेरे बैग की चोरी हो गई होटल के पास सुबह के समय। चोर भाग रहा है और स्थिति फंसे हुए हैं है। कृपया पुलिस को बहुत जरूरी भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं बाज़ार में दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं पर्यटक स्थल पर सुबह जल्दी। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है बाज़ार में सुबह के समय और किसी को चोट लगी है। कृपया पुलिस मदद करें तुरंत।,police
मेरे बैग की चोरी हो गई स्टेशन के पास सुबह के समय। चोर भाग रहा है और स्थिति बहुत ज्यादा ख़तरा है। कृपया पुलिस को तुरंत भेजें।,police
मेरे बैग की चोरी हो गई होटल के पास दोपहर में। चोर भाग रहा है और स्थिति जानलेवा स्थिति है। कृपया पुलिस को आपातकाल भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास शाम के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं पर्यटक स्थल पर रात में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है बाज़ार में रात में और किसी को चोट लगी है। कृपया पुलिस मदद करें तुरंत।,police
कुछ लोग पर्यटकों को लूट रहे हैं मंदिर के पास दिन के समय। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
मेरे बैग की चोरी हो गई पर्यटक स्थल पर दिन के समय। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को आपातकाल भेजें।,police
कुछ लोग पर्यटकों को लूट रहे हैं पर्यटक स्थल पर दोपहर में। वे हथियार के साथ धमका रहे हैं। कृपया पुलिस तुरंत भेजें।,police
यहाँ झगड़ा हो रहा है हाईवे पर रात में और किसी को चोट लगी है। कृपया पुलिस मदद करें तुरंत।,police
मेरे बैग की चोरी हो गई मंदिर के पास सुबह जल्दी। चोर भाग रहा है और स्थिति खून बह रहा है है। कृपया पुलिस को तुरंत भेजें।,police
